2023-01-14,00:05:41,172.30.197.35,314,https://example.com/victor/quebec/oscar.html
2023-01-14,00:06:47,10.42.107.11,2549,https://example.com/alpha/quebec/quebec.html
2023-01-14,00:11:45,172.28.201.87,144,https://example.com/oscar/november.html
2023-01-14,00:13:17,192.168.148.114,655,https://example.com/victor/golf.html
2023-01-14,00:13:37,192.168.234.89,1722,https://example.com/november.html
2023-01-14,00:15:17,192.168.170.8,2837,https://example.com/mike.html
2023-01-14,00:23:18,172.23.229.131,1227,https://example.com/november.html
2023-01-14,00:26:01,172.18.212.219,432,https://example.com/zulu/sierra.html
2023-01-14,00:27:31,192.168.121.210,3488,https://example.com/oscar/quebec/sierra.html
2023-01-14,00:29:15,192.168.90.27,1026,https://example.com/delta.html
2023-01-14,00:30:58,10.169.55.212,136,https://example.com/kilo/sierra/november.html
2023-01-14,00:36:13,172.25.158.33,3522,https://example.com/hotel.html
2023-01-14,00:36:51,192.168.130.255,3607,https://example.com/tango/papa/alpha.html
2023-01-14,00:37:23,10.86.196.142,492,https://example.com/delta/yankee.html
2023-01-14,00:37:45,192.168.176.42,1515,https://example.com/charlie.html
2023-01-14,00:47:15,192.168.36.9,2806,https://example.com/echo/yankee.html
2023-01-14,00:55:19,192.168.184.191,1207,https://example.com/whisky/echo/juliet.html
2023-01-14,00:58:43,172.31.83.91,2458,https://example.com/foxtrot.html
2023-01-14,00:59:48,172.27.98.244,285,https://example.com/uniform.html
2023-01-14,01:01:02,192.168.234.23,2058,https://example.com/golf/foxtrot.html
2023-01-14,01:03:57,10.207.125.233,1294,https://example.com/india/echo.html
2023-01-14,01:05:20,172.29.50.226,1502,https://example.com/november.html
2023-01-14,01:08:50,172.19.78.32,4151,https://example.com/mike/whisky.html
2023-01-14,01:09:33,192.168.82.126,2799,https://example.com/quebec.html
2023-01-14,01:10:16,192.168.231.58,501,https://example.com/yankee.html
2023-01-14,01:12:25,10.86.52.20,2323,https://example.com/xray/zulu/whisky.html
2023-01-14,01:14:44,10.150.158.243,903,https://example.com/india.html
2023-01-14,01:20:05,10.165.183.211,1882,https://example.com/victor.html
2023-01-14,01:23:08,172.27.67.94,3487,https://example.com/uniform/uniform.html
2023-01-14,01:28:52,192.168.79.68,2687,https://example.com/uniform.html
2023-01-14,01:35:18,10.27.6.183,2180,https://example.com/romeo/november/echo.html
2023-01-14,01:41:36,10.199.37.254,4227,https://example.com/whisky/zulu.html
2023-01-14,01:41:58,172.16.53.127,361,https://example.com/bravo/echo.html
2023-01-14,01:49:27,172.17.123.8,3201,https://example.com/yankee.html
2023-01-14,01:56:15,172.31.99.198,2358,https://example.com/bravo/lima/golf.html
2023-01-14,01:59:34,172.22.105.66,3172,https://example.com/zulu.html
2023-01-14,02:00:38,10.9.37.184,1215,https://example.com/kilo.html
2023-01-14,02:03:21,192.168.28.126,2065,https://example.com/november/mike.html
2023-01-14,02:04:35,192.168.148.94,3337,https://example.com/charlie/lima.html
2023-01-14,02:12:35,10.108.163.201,129,https://example.com/oscar.html
2023-01-14,02:12:45,192.168.41.217,3010,https://example.com/juliet.html
2023-01-14,02:13:45,192.168.117.94,1992,https://example.com/alpha/juliet.html
2023-01-14,02:14:11,10.177.251.218,737,https://example.com/sierra/tango.html
2023-01-14,02:14:51,10.33.63.46,1336,https://example.com/xray.html
2023-01-14,02:18:10,172.22.151.22,3809,https://example.com/echo.html
2023-01-14,02:22:25,172.28.127.141,1956,https://example.com/quebec/oscar.html
2023-01-14,02:22:46,192.168.150.252,433,https://example.com/quebec/hotel.html
