2023-01-10,00:00:31,192.168.125.79,1352,https://example.com/mike.html
2023-01-10,00:01:03,10.21.186.216,3068,https://example.com/xray/november.html
2023-01-10,00:02:01,192.168.9.244,2251,https://example.com/november.html
2023-01-10,00:02:05,172.16.89.104,2393,https://example.com/kilo/papa/zulu.html
2023-01-10,00:02:12,10.168.96.88,2533,https://example.com/mike/whisky.html
2023-01-10,00:04:25,192.168.75.238,206,https://example.com/whisky.html
2023-01-10,00:04:57,10.192.188.70,3683,https://example.com/zulu.html
2023-01-10,00:07:10,192.168.146.29,4056,https://example.com/charlie/mike/juliet.html
2023-01-10,00:08:18,172.23.151.23,652,https://example.com/papa/romeo.html
2023-01-10,00:09:16,192.168.211.183,4190,https://example.com/kilo.html
2023-01-10,00:09:38,172.27.239.80,1002,https://example.com/charlie/romeo/kilo.html
2023-01-10,00:11:52,10.148.66.197,2421,https://example.com/lima/lima/quebec.html
2023-01-10,00:14:35,192.168.50.112,1302,https://example.com/tango/golf/quebec.html
2023-01-10,00:17:02,10.22.177.115,2459,https://example.com/tango.html
2023-01-10,00:18:20,172.27.10.144,2228,https://example.com/romeo/papa.html
2023-01-10,00:21:15,192.168.122.203,691,https://example.com/victor.html
2023-01-10,00:21:25,10.186.176.13,3975,https://example.com/romeo/bravo/romeo.html
2023-01-10,00:22:58,172.17.170.128,1876,https://example.com/quebec.html
2023-01-10,00:25:57,172.31.138.110,3751,https://example.com/victor/xray/kilo.html
2023-01-10,00:26:04,192.168.246.133,1430,https://example.com/papa.html
2023-01-10,00:26:40,10.17.231.84,2949,https://example.com/papa/kilo.html
2023-01-10,00:27:44,172.30.9.155,2553,https://example.com/papa/juliet.html
2023-01-10,00:30:23,192.168.249.105,187,https://example.com/romeo/delta/hotel.html
2023-01-10,00:31:48,192.168.92.126,3346,https://example.com/bravo/zulu/charlie.html
2023-01-10,00:32:08,172.31.130.96,908,https://example.com/papa/zulu/zulu.html
2023-01-10,00:34:17,172.18.189.90,596,https://example.com/papa/delta.html
2023-01-10,00:34:51,10.219.195.206,3747,https://example.com/mike.html
2023-01-10,00:36:28,192.168.141.56,1634,https://example.com/oscar/juliet/juliet.html
2023-01-10,00:40:38,10.155.169.215,2695,https://example.com/yankee.html
2023-01-10,00:43:43,10.99.87.218,1309,https://example.com/india/mike/hotel.html
2023-01-10,00:44:06,172.16.118.207,607,https://example.com/sierra.html
2023-01-10,00:44:33,10.128.136.109,2964,https://example.com/victor/tango.html
2023-01-10,00:45:39,172.19.227.101,2366,https://example.com/foxtrot/victor/echo.html
2023-01-10,00:46:06,192.168.164.109,703,https://example.com/charlie/juliet/juliet.html
2023-01-10,00:46:38,192.168.105.62,1717,https://example.com/whisky.html
2023-01-10,00:46:56,192.168.4.129,3155,https://example.com/foxtrot/hotel.html
2023-01-10,00:54:58,172.19.178.185,3127,https://example.com/kilo.html
2023-01-10,00:54:59,172.24.119.138,1917,https://example.com/zulu/yankee.html
2023-01-10,00:56:25,192.168.185.179,2784,https://example.com/victor/romeo.html
2023-01-10,00:56:25,172.16.201.171,1253,https://example.com/yankee.html
2023-01-10,00:58:36,192.168.219.167,2002,https://example.com/charlie.html
2023-01-10,01:00:03,10.145.209.232,3194,https://example.com/bravo/lima/tango.html
2023-01-10,01:00:26,192.168.101.37,400,https://example.com/mike/papa/lima.html
2023-01-10,01:03:00,192.168.2.216,3654,https://example.com/november/yankee.html
2023-01-10,01:09:57,192.168.236.234,3326,https://example.com/quebec/india.html
2023-01-10,01:11:05,172.17.22.229,615,https://example.com/xray/hotel.html
2023-01-10,01:11:41,192.168.234.17,283,https://example.com/india.html
2023-01-10,01:12:36,172.27.22.205,3390,https://example.com/bravo.html
2023-01-10,01:12:53,10.236.40.136,3628,https://example.com/kilo/zulu.html
2023-01-10,01:12:56,172.19.121.203,2237,https://example.com/foxtrot.html
2023-01-10,01:14:05,192.168.161.123,346,https://example.com/mike.html
