2023-01-01,00:01:29,172.20.88.184,2692,https://example.com/zulu.html
2023-01-01,00:04:42,172.30.74.109,4028,https://example.com/xray/zulu/romeo.html
2023-01-01,00:04:47,172.25.141.134,417,https://example.com/whisky/delta.html
2023-01-01,00:07:35,10.119.173.185,1923,https://example.com/november/romeo/mike.html
2023-01-01,00:12:19,172.20.11.40,2509,https://example.com/tango/bravo.html
2023-01-01,00:13:20,10.145.169.103,293,https://example.com/echo.html
2023-01-01,00:15:42,10.59.18.232,622,https://example.com/kilo.html
2023-01-01,00:25:53,10.138.251.74,3569,https://example.com/quebec.html
2023-01-01,00:27:00,192.168.133.134,3587,https://example.com/whisky/tango/delta.html
2023-01-01,00:30:46,192.168.146.173,3363,https://example.com/foxtrot.html
2023-01-01,00:34:28,10.14.33.190,562,https://example.com/quebec/delta.html
2023-01-01,00:35:25,172.25.40.51,2055,https://example.com/hotel/mike.html
2023-01-01,00:42:20,192.168.58.167,371,https://example.com/yankee.html
2023-01-01,00:49:20,172.21.239.252,1353,https://example.com/hotel/quebec/foxtrot.html
2023-01-01,00:53:39,172.25.107.236,1202,https://example.com/delta.html
2023-01-01,00:54:38,192.168.58.36,754,https://example.com/delta/victor/xray.html
2023-01-01,01:01:34,172.26.203.38,2392,https://example.com/bravo.html
2023-01-01,01:07:42,172.29.41.14,1725,https://example.com/kilo.html
2023-01-01,01:07:47,10.215.6.160,1076,https://example.com/hotel.html
2023-01-01,01:08:01,10.9.33.18,3042,https://example.com/yankee.html
2023-01-01,01:19:59,192.168.92.221,2761,https://example.com/uniform.html
2023-01-01,01:23:34,10.89.187.202,4231,https://example.com/november/tango.html
2023-01-01,01:24:43,172.23.13.191,207,https://example.com/india/lima.html
2023-01-01,01:25:00,10.206.122.133,1187,https://example.com/echo/tango.html
2023-01-01,01:35:41,10.81.239.80,2117,https://example.com/mike/romeo/papa.html
2023-01-01,01:37:28,172.30.68.58,1280,https://example.com/sierra/bravo.html
2023-01-01,01:39:12,10.253.154.15,2511,https://example.com/golf.html
2023-01-01,01:45:45,10.161.201.215,1336,https://example.com/alpha/delta.html
2023-01-01,01:50:53,192.168.14.26,3911,https://example.com/kilo/whisky.html
2023-01-01,01:52:11,192.168.135.162,1252,https://example.com/tango/yankee/mike.html
2023-01-01,01:55:55,192.168.69.193,2094,https://example.com/juliet.html
2023-01-01,01:59:06,192.168.164.223,2371,https://example.com/delta/alpha.html
2023-01-01,02:01:03,10.78.43.42,2876,https://example.com/whisky/hotel.html
2023-01-01,02:02:35,192.168.22.128,2755,https://example.com/uniform/zulu.html
2023-01-01,02:04:52,10.129.236.219,698,https://example.com/foxtrot/bravo/quebec.html
2023-01-01,02:07:59,172.23.250.41,2017,https://example.com/hotel.html
2023-01-01,02:09:30,172.20.64.38,3259,https://example.com/kilo/hotel/yankee.html
2023-01-01,02:10:06,10.151.181.235,950,https://example.com/yankee.html
2023-01-01,02:14:43,10.51.211.103,730,https://example.com/victor/uniform.html
2023-01-01,02:14:54,192.168.43.84,1724,https://example.com/oscar/delta/victor.html
2023-01-01,02:23:20,172.20.200.218,1621,https://example.com/sierra/alpha/foxtrot.html
2023-01-01,02:27:50,192.168.224.121,3211,https://example.com/uniform.html
2023-01-01,02:29:26,192.168.113.90,1282,https://example.com/golf/uniform/xray.html
